Estado;Referencia;Nombre;Categoría;Descripción corta;Descripción;Tallas;Colores;Precio sin IVA;Precio con IVA;URL imágenes;Fabricante;Fecha última modificación
Activo;LFNSSM-B-101;Bikini besame;Verano,Bikinis;"Espectacular bikini con flecos y anillas doradas en los laterales de la braguita.";"<p>Bikini flecos con braguita.  </p>
<p>Sensacional bikini sin aro y tirantes que se enganchan al cuello en forma de V.</p>
<p>Elige el color que más te guste.</p>
<p>79% Naylon.</p>
<p>21% Elastano.</p>";S,M,L;Blanco,Rojo,Naranja,Azul Celeste;13.50;16.34;http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-1011.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-1013.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-1014.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-10119.jpg;Lencería Finíssima;2015-02-16 18:17:30
Activo;LFNSSM-B-104;Bikini Pasión;Verano,Bikinis;"Sensacional bikini en diferentes diseño.";"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">Bikini pasión con braguita.  </p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">Sensacional bikini con aro y tirantes que se enganchan al cuello en forma de V.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">79% Naylon.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">21% Elastano.</p>";S,M,L;Negro,Azul,Rojo,Leopardo;16.50;19.97;http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-1045.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-104_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-104_3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-104_4.jpg;Lencería Finíssima;2015-02-17 15:00:54
Activo;LFNSSM-B-105;Bikini Colores;Verano,Bikinis;"Bikini tres tiras.";"<p>Bikini colores con braguita.  </p>
<p>Sensacional bikini sin aro, diseño palabra de honor.</p>
<p>Incluye tirantes a juego.</p>
<p>79% Naylon.</p>
<p>21% Elastano.</p>";S,M,L;Verde,Blanco,Rojo,Rosa,Azul;15.00;18.15;http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-10511.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-105_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-105_3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-105_4.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-105_5.jpg;Lencería Finíssima;2015-02-16 18:30:52
Activo;LFNSSM-B-107;Bikini Silencio;Verano,Bikinis;"Bikini espectacular para pasar un buen verano.<br>Elige tú colores.";"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">Bikini silencio con braguita.  </p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">Sensacional bikini con aro y tirantes que se enganchan al cuello en forma de V.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">79% Naylon.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">21% Elastano.</p>";S,M,L;Verde,Rosa,Negro,Naranja;15.00;18.15;http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-107_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-1076.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-107_4.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-107_3.jpg;Lencería Finíssima;2015-02-17 15:37:16
Activo;LFNSSM-B-109;Bikini estrella;Verano,Bikinis;"Bikini con destellos en la parte superior del pecho.";"<p>Bikini estrella con braguita.  </p>
<p>Sensacional bikini sin aro, diseño palabra de honor.</p>
<p>Incluye tirantes a juego.</p>
<p>79% Naylon.</p>
<p>21% Elastano.</p>";S,M,L;Rojo,Rosa,Azul,Lila;15.90;19.24;http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-10957.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-109_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-109_3.jpg;Lencería Finíssima;2015-02-17 15:33:25
Activo;LFNSSM-B-110;Bikini black and white;Verano,Bikinis;"Bikini dos colores en uno.";"<p>Bikini negro con braguita.  </p>
<p>Sensacional bikini sin aro, diseño palabra de honor.</p>
<p>Incluye tirantes a juego.</p>
<p>79% Naylon.</p>
<p>21% Elastano.</p>";S,M,L;;16.50;19.97;http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-1103.jpg;Lencería Finíssima;2015-02-16 18:20:31
Activo;LFNSSM-B-112;Bikini estampado;Verano,Bikinis;"Bikini estampado con hebilla dorada en la parte central del pecho.";"<p>Bikini estampado con braguita.  </p>
<p>Sensacional bikini con aro y tirantes que se enganchan al cuello en forma de V.</p>
<p>79% Naylon.</p>
<p>21% Elastano.</p>";S,M,L;Marrón,Rosa,Verde;16.50;19.97;http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-112.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-1121.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-1122.jpg;Lencería Finíssima;2015-03-02 20:22:36
Activo;LFNSSM-B-115;Bikini tres tiras;Verano,Bikinis;"Bikini estupendo para pasar un verano inolvidable.";"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">Bikini tres tiras con braguita.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">Sensacional bikini con aro y tirantes triples que se enganchan al cuello en forma de V.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">79% Naylon.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">21% Elastano.</p>";S,M,L;Negro,Rojo,Blanco,Verde;15.00;18.15;http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-1156.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-115_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-115_3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-115_4.jpg;Lencería Finíssima;2015-02-17 15:29:17
Activo;LFNSSM-B-117;Bikini diamante;Verano,Bikinis;"Bikini diamante en tres colores.";"<p>Bikini diamante con braguita.  </p>
<p>Sensacional bikini sin aro diseño palabra de honor.</p>
<p>Incluye tirantes a juego.</p>
<p>79% Naylon.</p>
<p>21% Elastano.</p>";S,M,L;;16.50;19.97;http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-117.jpg;Lencería Finíssima;2015-04-21 15:00:32
Activo;LFNSSM-B-118;Bañador con flecos;Verano,Bikinis;"Bañador con flecos diseñado en varios colores.";"<p>Bañador flecos con braguita.  </p>
<p>Sensacional bañador sin aros y tirantes que se enganchan al cuello en forma de V.</p>
<p>79% Naylon.</p>
<p>21% Elastano.</p>";S,M,L;Azul Claro,Rosa,Blanco,Azul,Verde,Negro;15.00;18.15;http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-11831.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-118_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-118_4.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-118_5.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-118_3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-118_6.jpg;Lencería Finíssima;2015-02-17 15:26:08
Activo;LFNSSM-B-119;Bikini lacitos;Verano,Bikinis;"Bikini varios colores con lacitos a juego.";"<p>Bikini lacitos con braguita.  </p>
<p>Sensacional bikini con aro y tirantes que se enganchan al cuello en forma de V.</p>
<p>79% Naylon.</p>
<p>21% Elastano.</p>";S,M,L;Rosa,Verde,Violeta,Azul;15.00;18.15;http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-11923.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-119_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-119_3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-119_4.jpg;Lencería Finíssima;2015-02-17 15:19:40
Activo;LFNSSM-B-121;Bikini triangulo;Verano,Bikinis;"Bikini triangulo con apertura en el pecho.";"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">Bikini triangulo con braguita.  </p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">Sensacional bikini sin aro y tirantes que se enganchan al cuello en forma de V dejando parte del pecho al descubierto.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">79% Naylon.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">21% Elastano.</p>";S,M,L;Rojo,Violeta,Negro;14.25;17.24;http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-1216.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-121_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-121_3.jpg;Lencería Finíssima;2015-02-17 15:14:06
Activo;LFNSSM-B-122;Bikini hebilla dorada;Verano,Bikinis;"Bikini con hebillas doradas que se abrochan, dandole un toque innovador.";"<p>Bikini sexy con braguita.  </p>
<p>Sensacional bikini sin aro y tirantes que se enganchan al cuello en forma de V.</p>
<p>79% Naylon.</p>
<p>21% Elastano.</p>";S,M,L;Negro,Rojo,Verde,Blanco;14.25;17.24;http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-1225.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-122_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-122_3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-122_4.jpg;Lencería Finíssima;2015-02-17 15:11:47
Activo;LFNSSM-B-123;Bikini diseño;Verano,Bikinis;"Bikini de fondo blanco, con estampado en varios colores.";"<p>Bikini con braguita.  </p>
<p>Sensacional bikini sin aro, diseño palabra de honor.</p>
<p>Incluye tirantes a juego.</p>
<p>79% Naylon.</p>
<p>21% Elastano.</p>";S,M,L;Azul Claro,Verde,Violeta,Rojo;16.50;19.97;http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-1237.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-123_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-123_3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-123_4.jpg;Lencería Finíssima;2015-04-21 15:05:14
Activo;LFNSSM-B-124;Bikini Rizado;Verano,Bikinis;"Bikini con estampado oriental en diferentes colores.";"<p>Bikini rizado con braguita.  </p>
<p>Sensacional bikini sin aro, diseño palabra de honor.</p>
<p>Incluye tirantes a juego.</p>
<p>79% Naylon.</p>
<p>21% Elastano.</p>";S,M,L;Violeta,Azul,Amarillo,Rosa;16.50;19.97;http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-1247.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-124_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-124_3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/b-124_4.jpg;Lencería Finíssima;2015-02-17 15:05:28
Activo;LFNSSM-BAT-02;Bata estampada azul;Verano,Batas;"Sensual bata con espalda al descubiero.";"<p>Sexy bata verano.</p>
<p>Se utiliza para ir de una forma más glamurosa a la playa, por lo que se ponen siempre arriba del biquini.</p>
<p>Se encuentra en un color azul turquesa.</p>
<p> </p>";Talla única;;11.25;13.61;http://www.lenceriafinissima.com/images/stories/virtuemart/product/bata_02.jpg;Lencería Finíssima;2015-02-08 17:51:50
Activo;LFNSSM-BAT-03;Hojas colores;Verano,Batas;"Bata estampada con hojas en diferentes colores.";"<p>Sensual bata verano.</p>
<p>Se utiliza para ir de una forma más glamurosa a la playa, por lo que se pone siempre arriba del biquini.</p>
<p> </p>";Talla única;;13.50;16.34;http://www.lenceriafinissima.com/images/stories/virtuemart/product/bata_03.jpg;Lencería Finíssima;2015-02-08 17:52:17
Activo;LFNSSM-BAT-04;Bata sensación;Verano,Batas;"Seductora bata estampada en diferentes tonalidades.";"<p>Sexy bata estampada.</p>
<p>Se utiliza para ir de una forma más glamurosa a la playa, por lo que se pone siempre arriba del biquini.</p>
<p> </p>
<p> </p>";Talla única;;13.50;16.34;http://www.lenceriafinissima.com/images/stories/virtuemart/product/bata_04.jpg;Lencería Finíssima;2015-02-08 17:52:46
Activo;LFNSSM-BAT-05;Bata seductora;Verano,Batas;"Seductora bata estampada con hojas de palmera.";"<p>Sexy bata verano.</p>
<p>Se utiliza para ir de una forma más glamurosa a la playa, por lo que se pone siempre arriba del biquini.</p>
<p> </p>";Talla única;;13.50;16.34;http://www.lenceriafinissima.com/images/stories/virtuemart/product/bata_05.jpg;Lencería Finíssima;2015-02-08 17:53:24
Activo;LFNSSM-BAT-4000;Bata Hippie Beach;Verano,Batas;"Seductora bata floral.";"<p>Sexy bata verano.</p>
<p>Se utiliza para ir de una forma más glamurosa a la playa, por lo que se pone siempre arriba del biquini.</p>
<p> </p>";Talla única;;13.95;16.88;http://www.lenceriafinissima.com/images/stories/virtuemart/product/bat-4000.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/bat-4000-2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/bat-4000-3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/bat-4000-4.jpg;Lencería Finíssima;2015-03-06 08:57:37
Activo;LFNSSM-CHE-6000;Chemise color blanco cristal;Lencería Femenina,Chemises,Bodas,Chemises;"Chemise novia seductora";"<p>Atractivo chemise de color blanco confeccionado con microtul semitransparente y decorado con rallas horizontales.</p>
<p>Incluye tanga a juego.</p>";Talla única;Blanco;8.00;9.68;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6000.jpg;Lencería Finíssima;2015-04-09 11:38:10
Descatalogado;LFNSSM-CHE-6001;Chemise Novia;Lencería Femenina,Chemises,Bodas,Chemises;"";"";Talla única;Blanco;8.00;9.68;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6001.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6001 2.jpg;Lencería Finíssima;2015-04-09 11:38:53
Activo;LFNSSM-CHE-6002;Chemise con Lazo;Lencería Femenina,Chemises,Bodas,Chemises;"Chemise novia seductora";"<p>Sensual chemise confeccionado con microtul blanco y detalles de encaje en sentido horizontal.</p>
<p>Incluye tanga y ligero a juego.</p>";Talla única;Blanco;8.00;9.68;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6002.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6002_1.jpg;Lencería Finíssima;2015-04-09 11:39:29
Activo;LFNSSM-CHE-6003;Chemise de Encaje;Lencería Femenina,Chemises,Bodas,Chemises;"Chemise boda espalda descubierta";"<p>Atractivo chemise confeccionado de microtul blanco semitransparente con detalles de encaje.</p>
<p>Incluye tanga a juego</p>";Talla única;Blanco;8.00;9.68;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6003.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6003_2.jpg;Lencería Finíssima;2015-04-09 12:41:09
Activo;LFNSSM-CHE-6007;Chemise Pink;Lencería Femenina,Chemises;"Chemise de algodón y puntilla.";"<p>Seductor chemise semitransparente en la parte delantera.</p>
<p>Incluye tanga y gargantilla a juego.</p>";Talla única;;8.90;10.77;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6007.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6007_1.jpg;Lencería Finíssima;2015-02-09 11:31:38
Activo;LFNSSM-CHE-6008;Chemise Blue;Lencería Femenina,Chemises;"Chemise de encaje de blonda";"<p><span style=""line-height: 1.3em;"">Atractivo chemise de encaje color azul muy sensual para una estupenda noche romántica.</span></p>
<p>Se abrocha con una lazada cruzada en la espalda.</p>
<p>Incluye tanga a juego.</p>
<p> </p>
<p> </p>";Talla única;;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6008.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6008_1.jpg;Lencería Finíssima;2015-02-09 11:32:33
Activo;LFNSSM-CHE-6011;Chemise de tiras;Lencería Femenina,Chemises;"Chemise cinta con encaje";"<p>Chemise sexy.  </p>
<p>Conjunto compuesto de microtul y encaje con original y atractivo diseño sexy.</p>
<p>Incluye tanga a juego.</p>
<p> </p>";Talla única;;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6011.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6011_2.jpg;Lencería Finíssima;2015-02-09 11:33:38
Activo;LFNSSM-CHE-6015;Chemise Negro;Lencería Femenina,Chemises;"Chemise seducción";"<p><span style=""line-height: 1.3em;"">Atractivo chemise semitransparente color negro detallado con cintas.</span></p>
<p><span style=""line-height: 1.3em;"">Se abrocha en la parte trasera del cuello.</span></p>
<p><span style=""line-height: 1.3em;"">Incluye tanga y ligero a juego.</span></p>";Talla única;;10.00;12.10;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6015.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6015_2.jpg;Lencería Finíssima;2015-02-09 11:34:42
Activo;LFNSSM-CHE-6019;Chemise de Cuero;Lencería Femenina,Chemises;"Chemise de cuero";"<p>Sensual chemise de color negro semitransparente en la parte lateral para darle un toque sexy.</p>
<p>Microtul en la parte del pecho y zona delantera. </p>
<p>Se abrocha con un lazo de color negro en los dos laterales.</p>
<p>Incluye tanga y ligero a juego.</p>";Talla única;Negro;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6019.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6019_2.jpg;Lencería Finíssima;2015-02-09 11:35:53
Activo;LFNSSM-CHE-6021;Chemise Elegante;Lencería Femenina,Chemises;"Seductor chemise.";"<p>Elegante y novedoso chemise.</p>
<p>Confeccionado con microtul semitransparente de encaje diseño floral.</p>
<p>Incluye tanga de cortesía a juego.</p>";Talla única;Negro,Salmon,Amarillo;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_4.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_5.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_6.jpg;Lencería Finíssima;2015-02-09 11:39:06
Activo;LFNSSM-CHE-6023;Chemise Trasparente;Lencería Femenina,Chemises;"Chemise seductor";"<p>Chemise transparente con raso en pecho</p>";Talla única;Rojo,Azul;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6023.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6023_2.jpg;Lencería Finíssima;2015-02-09 11:39:48
Activo;LFNSSM-CHE-6025;Chemise sexy turquesa;Lencería Femenina,Chemises;"Chemise transparente de blonda";"<p>Chemise Seductor.</p>
<p>Espectacular chemise color turquesa semitransparente con encajes a juego.</p>
<p>Incluye tanga.</p>";Talla única;Purpura;8.50;10.29;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6025.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6025_2.jpg;Lencería Finíssima;2015-02-09 11:40:41
Activo;LFNSSM-CHE-6027;Chemise Medianoche;Lencería Femenina,Chemises;"Chemises blonda";"<p>Sensual chemise.</p>
<p>Atractivo chemise de diferentes colores con transparencias en los laterales.</p>
<p>Lencería finíssima tiene diferentes diseños y este es uno de los más novedosos.</p>
<p>Incluye tanga a juego.</p>
<p> </p>";Talla única;Negro,Rosa;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027_3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027_4.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027_5.jpg;Lencería Finíssima;2015-02-09 11:43:16
Activo;LFNSSM-CHE-6051;Chemise Leopardo;Lencería Femenina,Chemises;"Chemise animal print.";"<p>Sexy chemise leopardo.</p>
<p>Confeccionado con microtul semitransparente decorado de encaje floral y seda de leopardo en la parte delantera.</p>
<p>Incluye tanga a juego.</p>";Talla única;;8.50;10.29;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6051.jpg;Lencería Finíssima;2015-03-06 08:59:48
Activo;LFNSSM-CHE-6056;Chemise rosita;Lencería Femenina,Chemises,Bodas,Chemises;"Elegante chemise lazo rosa.";"<p>Seductor chemise. </p>
<p>Confeccionado con microtul semitransparente y lazo de seda color rosa.</p>
<p>Diseñado con encaje floral.</p>
<p>Incluye tanga de cortesía a juego.</p>";Talla única;;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6056.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-60561.jpg;Lencería Finíssima;2015-03-04 12:32:03
Activo;LFNSSM-CHE-6069;Chemise morado;Lencería Femenina,Chemises;"Chemise sensación mujer.";"<p>Sexy chemise.</p>
<p>Confeccionado con satén en color morado y tela de encaje negro.</p>
<p>Incluye tanga a juego de cortesía.</p>
<p> </p>";Talla única;;10.20;12.34;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6069.jpg;Lencería Finíssima;2015-03-06 10:03:34
Activo;LFNSSM-CHE-6070;Chemise Noche Bodas;Lencería Femenina,Chemises,Bodas,Chemises;"Chemise novia estilo delantal";"<p>Seductor body de microtul semitransparente de color blanco con detalles en azul celeste.</p>
<p>Incluye tanga y tul de la cabeza a juego.</p>
<p> </p>";Talla única;;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/picardias_bodas.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/picardias_bodas2.jpg;Lencería Finíssima;2015-03-06 08:59:08
Activo;LFNSSM-CON-8001;Conjunto top y falda;Lencería Femenina,Conjuntos,Bodas,Conjuntos;"Novedoso conjunto top";"<p>Novedoso y atractivo conjunto de dos piezas compuesto de top de microfibra liso en color blanco, con tirantes y cintura ajustables.</p>
<p>Estupenda minifalda de microtul blanco con detalles en color azul complementada con volates.</p>
<p>Incluye tanga a juego.</p>
<p> </p>
<p> </p>";S,M,L;Blanco;10.00;12.10;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8001.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8001_2.jpg;Lencería Finíssima;2015-02-09 11:44:02
Activo;LFNSSM-CON-8003;Conjunto Con Guantes;Lencería Femenina,Conjuntos,Bodas,Conjuntos;"Conjunto blanco con guantes.";"<p>Seductor conjunto.</p>
<p>Acompañado de guantes de encaje color blanco.<br />Diseñado con tanga de volantes.</p>";Talla única;Blanco;8.00;9.68;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8003.jpg;Lencería Finíssima;2015-03-04 12:33:25
Descatalogado;LFNSSM-CON-8022;Conjunto Coral;Lencería Femenina,Conjuntos;"Conjunto estilo picardías.";"<p>Conjunto compuesto de dos piezas top estilo picardías y tanga de tul a juego.</p>
<p>Realizado con microtul en color rosa claro y ribetes en color blanco.</p>
<p>Se abrocha por la parte delantera debajo del pecho.</p>
<p>Incluye tanga a juego.</p>
<p> </p>";Talla única;;10.00;12.10;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-80226.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8022_29.jpg;Lencería Finíssima;2015-02-09 14:17:02
Activo;LFNSSM-CRS-0006;Corset Púrpura;Lencería Femenina,Corsets;"Corset Púrpura";"<p>Corset Glamour.</p>
<p>Sexy corset color morado satinado con estampados aterciopelados en color negro y detalle de volantes de encaje en negro en la parte superior e inferior del corset.</p>
<p>Se abrocha con corchetes por delante y lazada negra por detrás.</p>
<p>Incluye tanga y ligero.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" width=""593"" height=""395"" /></p>
<p> </p>";M,S,L,XL;Púrpura;13.00;15.73;http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_purpura4.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_purpura2.jpg;Lencería Finíssima;2015-02-08 17:25:07
